true_values,predicted_values,difference,Action/Adventure,Fantasy/Supernatural,Comedy,Drama/Romance,Science Fiction,Psychological/Thriller,Other/Uncategorized,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
6.54,6.21324355985565,0.3267564401443499,0,0,1,1,0,1,0,False,False,False,True,False,False
4.03,4.500787523924684,0.4707875239246837,0,0,0,0,0,1,0,False,False,False,False,True,False
6.26,6.4239897300497155,0.16398973004971573,0,0,1,0,1,0,0,False,False,False,False,True,False
7.29,7.022064067675539,0.2679359323244608,1,0,1,1,1,0,1,False,False,False,False,False,True
6.92,7.30027559589204,0.38027559589203985,1,0,1,1,1,0,0,False,False,False,False,False,True
5.57,6.320020885176541,0.7500208851765411,0,0,0,1,0,0,0,False,False,False,False,True,False
4.4,4.347665725148584,0.052334274851416396,0,0,0,0,1,0,0,False,True,False,False,False,False
7.74,7.951633202972483,0.21163320297248323,1,1,0,1,0,0,0,False,False,False,False,False,True
7.16,7.247290416684344,0.08729041668434423,0,0,1,1,0,0,0,False,False,False,False,False,True
7.25,6.088766424338846,1.1612335756611536,0,0,1,0,0,0,0,False,False,False,False,True,False
6.65,6.669116193969913,0.019116193969912487,1,0,0,0,1,0,0,False,False,False,False,False,True
5.15,5.263630477013727,0.11363047701372686,0,0,0,0,0,0,1,True,False,False,False,False,False
5.44,5.684532908711765,0.24453290871176492,0,1,1,0,1,0,1,False,False,True,False,False,False
6.15,6.607245773097612,0.45724577309761205,1,1,0,0,0,0,1,False,False,False,False,False,True
6.24,5.7462972151738585,0.4937027848261417,0,0,0,0,0,0,1,False,False,False,True,False,False
5.43,5.674838809753856,0.24483880975385652,1,0,0,0,0,0,0,False,False,False,True,False,False
5.8,6.798035614134388,0.9980356141343885,1,1,0,0,0,0,0,False,False,False,False,False,True
4.72,4.904643520205943,0.18464352020594355,0,0,0,0,0,1,0,True,False,False,False,False,False
7.2,7.045619504969947,0.15438049503005313,1,0,0,0,1,0,0,True,False,False,False,False,False
4.36,5.076371137208234,0.7163711372082338,0,0,0,0,0,0,1,False,True,False,False,False,False
5.13,5.200415712089405,0.07041571208940489,0,0,0,0,0,0,1,False,False,False,True,False,False
6.9,7.0139845165909165,0.11398451659091613,0,0,1,0,0,0,0,False,False,False,False,False,True
5.73,5.4505278964270225,0.2794721035729779,1,0,0,0,1,0,0,True,False,False,False,False,False
6.71,5.509908184232944,1.2000918157670561,1,1,0,0,0,0,1,False,False,False,False,False,True
5.5,6.015656829963524,0.5156568299635236,0,1,0,0,0,0,0,True,False,False,False,False,False
5.09,5.863924904843568,0.7739249048435681,0,1,0,0,0,0,0,False,False,False,False,True,False
6.0,5.773887434906634,0.2261125650933664,1,0,1,0,0,0,0,False,False,False,True,False,False
6.48,6.014600478886449,0.4653995211135511,0,0,0,0,0,0,1,False,False,False,True,False,False
7.42,7.1658538484699585,0.2541461515300414,1,1,1,0,0,0,0,True,False,False,False,False,False
6.03,6.581246381970425,0.551246381970425,1,1,0,0,1,0,1,False,False,False,False,False,True
6.0,5.896377245861546,0.10362275413845357,1,0,1,0,0,0,0,False,False,False,False,True,False
7.15,7.306596187966921,0.15659618796692065,1,0,0,0,0,0,0,False,False,False,False,False,True
5.85,5.943698584287978,0.09369858428797873,0,0,0,0,0,0,0,False,True,False,False,False,False
7.62,7.277194128036835,0.34280587196316503,0,0,0,0,0,0,1,False,False,False,True,False,False
6.24,6.672684697366141,0.4326846973661409,1,1,1,0,1,0,0,False,False,False,True,False,False
6.71,6.581881006407759,0.1281189935922411,1,0,0,0,1,0,0,False,False,False,False,False,True
4.0,4.713751197007636,0.7137511970076362,0,0,1,0,0,0,0,False,False,True,False,False,False
5.17,5.34530865117841,0.1753086511784101,0,0,0,0,0,0,1,False,False,False,True,False,False
7.07,6.345444519187237,0.7245554808127634,1,0,1,1,0,0,0,False,False,False,False,True,False
6.47,6.442170977375398,0.027829022624601407,0,0,0,0,1,0,0,False,False,False,False,False,True
4.83,5.069958528688304,0.23995852868830436,0,0,0,0,1,0,0,False,False,True,False,False,False
7.35,7.8734836835897415,0.5234836835897418,0,0,0,0,1,1,0,False,False,False,False,False,True
7.95,7.619521430444996,0.3304785695550043,0,0,1,0,0,0,0,False,False,False,True,False,False
6.13,5.673663638327934,0.4563363616720659,0,0,1,0,0,0,1,False,False,False,False,False,True
7.3,7.097798776157402,0.20220122384259742,0,0,1,0,0,1,0,False,False,False,False,False,True
6.6,6.6860320469930885,0.08603204699308886,0,0,0,0,0,0,1,False,False,False,True,False,False
6.47610799251537,6.82486829071373,0.34876029819835974,0,0,1,1,0,0,0,False,False,False,False,False,True
6.63,6.487974662852417,0.14202533714758303,1,0,0,0,0,0,0,False,False,False,False,True,False
6.03,6.733724085997569,0.7037240859975684,0,0,0,0,0,0,1,False,False,False,True,False,False
6.83,6.870991902167162,0.04099190216716231,0,0,1,1,1,0,1,False,False,False,False,False,True
7.0,6.983469485184531,0.016530514815468855,0,0,1,1,0,0,0,False,False,False,False,False,True
4.93,5.469867837558803,0.5398678375588029,1,0,0,1,0,0,0,True,False,False,False,False,False
6.4,5.820812663167177,0.5791873368328231,1,0,0,0,0,0,1,False,False,False,False,True,False
4.51,5.199576286260373,0.6895762862603734,1,0,0,0,1,0,0,False,False,True,False,False,False
5.42,5.5957030157595185,0.17570301575951852,0,0,1,0,0,0,0,False,False,False,False,False,True
5.61,6.8965744525498796,1.2865744525498792,1,1,1,0,1,0,0,False,False,False,False,False,True
5.18,5.587557086676877,0.40755708667687696,0,0,0,0,1,0,0,False,False,False,True,False,False
5.67,5.335688774689846,0.3343112253101541,1,1,0,0,1,1,1,False,False,False,False,True,False
6.47610799251537,6.459600507117334,0.01650748539803626,1,1,0,1,1,0,0,False,False,False,False,False,True
6.84,7.702127205301506,0.8621272053015065,0,0,1,0,0,0,0,False,False,False,False,False,True
7.3,7.4015294967542555,0.10152949675425571,1,0,0,0,0,0,0,False,False,False,False,False,True
6.26,6.725730189555424,0.46573018955542445,0,0,1,0,1,0,0,False,False,False,False,True,False
4.98,5.587498075694599,0.6074980756945987,0,0,0,0,0,0,1,False,False,False,True,False,False
6.16,6.105754880938463,0.054245119061537395,0,0,0,0,0,0,1,False,False,False,True,False,False
5.19,5.728203881726009,0.5382038817260089,0,0,1,0,0,0,0,False,False,False,True,False,False
7.41,7.515583274961553,0.10558327496155329,0,0,1,0,1,0,0,False,False,False,False,True,False
6.36,6.330344052370311,0.029655947629689372,0,0,0,0,0,0,1,False,False,False,True,False,False
6.87,7.187757036582065,0.3177570365820648,1,1,0,1,0,0,0,False,False,False,False,False,True
6.52,6.615799157688625,0.09579915768862524,0,1,1,0,0,0,0,False,False,False,False,True,False
5.72,5.902030864255188,0.18203086425518844,0,0,0,0,0,0,0,False,True,False,False,False,False
6.55,6.767085405873593,0.21708540587359337,1,0,0,0,0,0,0,False,False,False,False,False,True
8.0,7.538138660126954,0.461861339873046,0,0,1,1,0,0,0,False,False,False,False,True,False
4.94,5.310813473510138,0.3708134735101378,0,0,0,0,0,0,1,False,False,False,True,False,False
5.92,6.539855986314668,0.6198559863146684,1,1,0,0,0,0,0,False,False,False,False,False,True
6.47610799251537,6.306883695697417,0.16922429681795315,1,1,0,0,0,0,0,True,False,False,False,False,False
6.91,6.337730492574566,0.5722695074254345,0,0,0,0,0,0,0,False,True,False,False,False,False
7.19,7.013127129670663,0.17687287032933696,1,0,1,0,1,0,0,True,False,False,False,False,False
7.27,7.043687501269511,0.22631249873048898,1,1,0,0,0,0,0,True,False,False,False,False,False
5.0,6.108572109300745,1.108572109300745,0,0,0,0,0,0,1,False,False,False,True,False,False
6.9,6.707201413754976,0.19279858624502477,0,1,1,0,0,0,0,False,False,False,False,False,True
5.81,6.833318492425768,1.0233184924257683,1,1,0,0,1,0,0,False,False,False,False,False,True
7.43,7.094574811552821,0.3354251884471786,1,1,0,0,1,0,1,True,False,False,False,False,False
4.22,7.533443234022593,3.3134432340225937,0,0,0,1,0,0,0,True,False,False,False,False,False
4.55,5.224783870181506,0.6747838701815061,0,0,1,0,0,0,0,False,False,True,False,False,False
6.87,6.835315680669129,0.03468431933087146,1,1,0,0,0,0,1,False,False,False,False,True,False
4.94,5.356798325583622,0.4167983255836214,0,0,0,0,0,0,1,False,False,False,True,False,False
6.59,6.882999404826088,0.2929994048260882,0,1,1,0,0,0,0,False,False,False,False,True,False
7.67,7.357292756083785,0.31270724391621485,1,0,0,0,1,0,0,False,False,False,False,False,True
3.54,4.181604356312104,0.6416043563121043,0,0,0,0,0,0,0,False,True,False,False,False,False
6.45,6.487373287798788,0.03737328779878801,1,1,1,0,0,0,1,False,False,False,True,False,False
7.08,7.167096403736042,0.08709640373604177,1,0,1,1,1,0,0,True,False,False,False,False,False
7.46,7.739308420407873,0.2793084204078733,1,0,0,0,0,0,0,False,False,False,False,False,True
4.24,5.5267525626035,1.2867525626034997,1,0,0,0,0,0,0,False,False,False,True,False,False
6.2,6.763427900090246,0.5634279000902458,1,0,1,1,0,0,0,False,False,False,False,False,True
7.25,7.051321712281647,0.19867828771835327,0,0,0,0,0,0,1,False,False,False,True,False,False
5.85,5.916003713542683,0.06600371354268297,1,1,0,0,0,0,0,False,False,False,True,False,False
7.18,7.358485889189234,0.17848588918923447,1,1,1,0,0,0,0,True,False,False,False,False,False
7.14,6.7551928894284,0.38480711057159933,0,1,1,1,0,0,0,False,False,False,False,True,False
5.57,6.044227587040204,0.47422758704020396,0,0,0,0,0,0,0,False,False,False,False,True,False
6.24,6.158605590676043,0.08139440932395736,1,0,1,0,1,0,1,False,False,False,True,False,False
7.05,6.506649200496596,0.5433507995034041,1,1,1,0,0,0,1,False,False,False,False,True,False
4.42,4.386400006653416,0.033599993346584256,0,0,0,0,0,0,1,True,False,False,False,False,False
6.56,6.403274116073045,0.15672588392695452,1,0,1,0,0,0,1,False,False,False,False,False,True
5.08,4.964656024783389,0.11534397521661077,0,0,1,0,0,0,0,False,False,False,True,False,False
5.72,6.313812004529943,0.5938120045299433,1,0,0,0,0,0,0,False,False,False,False,False,True
4.78,6.216878987030464,1.4368789870304637,0,0,1,0,0,0,0,False,False,False,False,False,True
7.02,7.196983209571399,0.17698320957139924,0,1,0,1,1,0,0,False,True,False,False,False,False
6.13,5.84398137730245,0.28601862269754985,0,0,0,1,0,0,0,False,False,False,True,False,False
7.53,7.047568108529097,0.4824318914709034,1,0,0,0,1,0,0,False,False,False,False,False,True
4.7,5.6422473605140615,0.9422473605140613,0,1,0,0,1,0,0,False,False,True,False,False,False
4.71,4.842029991178241,0.132029991178241,0,0,0,0,0,1,0,False,True,False,False,False,False
8.74,8.607665578932636,0.13233442106736426,1,1,0,1,0,0,0,True,False,False,False,False,False
3.25,5.758665280008777,2.5086652800087768,0,0,0,0,1,0,1,False,False,False,True,False,False
8.64,7.597631823823181,1.0423681761768195,0,1,1,1,0,0,0,False,False,False,True,False,False
5.65,5.243901028133807,0.4060989718661929,0,0,0,0,0,0,1,False,False,False,True,False,False
7.33,7.352939316293658,0.022939316293657974,0,1,1,0,0,0,0,False,False,False,False,False,True
3.82,5.03028658958343,1.2102865895834305,1,0,1,0,1,0,0,False,False,True,False,False,False
5.23,5.438158994486996,0.20815899448699593,0,1,1,0,0,0,1,False,True,False,False,False,False
7.01,6.511674228891219,0.49832577110878074,1,0,1,1,1,0,0,False,False,False,False,False,True
7.51,7.892062099248006,0.3820620992480066,0,0,0,1,1,1,0,True,False,False,False,False,False
8.05,7.8796956414679356,0.17030435853206516,1,0,1,0,0,0,1,False,False,False,True,False,False
4.18,4.176481722117609,0.0035182778823905636,0,0,0,0,0,0,1,False,True,False,False,False,False
5.4,5.375672103354792,0.02432789664520829,1,0,0,0,0,0,0,False,False,True,False,False,False
8.5,8.061476785933415,0.4385232140665849,1,1,0,0,0,0,0,False,False,False,False,False,True
6.43,6.060964289427474,0.3690357105725255,0,0,0,0,0,0,0,True,False,False,False,False,False
6.57,6.73699549803548,0.16699549803547953,1,1,1,0,0,0,1,False,False,False,False,True,False
6.8,6.926128708558127,0.1261287085581273,1,1,1,0,1,0,0,False,False,False,False,False,True
7.12,6.759368920438418,0.3606310795615819,0,0,0,0,0,0,1,False,False,False,True,False,False
5.45,4.1610518100914575,1.2889481899085427,0,0,0,0,0,1,0,True,False,False,False,False,False
7.5,6.291447469072244,1.208552530927756,0,0,1,1,0,0,0,True,False,False,False,False,False
6.47610799251537,5.9805112866193895,0.4955967058959807,0,0,1,0,0,0,0,False,False,False,False,False,True
7.34,7.353751036729901,0.013751036729900967,0,1,1,1,0,0,0,False,False,False,False,False,True
6.14,6.013460214056862,0.12653978594313742,1,0,0,0,0,0,1,False,False,False,False,False,True
5.99,6.7772537386949585,0.7872537386949583,1,0,1,0,0,1,0,False,False,False,False,True,False
6.0,6.167870067249432,0.16787006724943243,0,1,1,1,0,0,0,False,False,False,True,False,False
7.41,7.026747299224758,0.383252700775242,0,0,0,1,0,0,0,True,False,False,False,False,False
8.07,7.466374503136116,0.6036254968638843,0,0,1,0,0,0,0,False,False,False,False,False,True
4.52,4.89445782339369,0.3744578233936906,0,0,0,0,0,1,0,True,False,False,False,False,False
7.04,7.124475513882131,0.08447551388213093,0,0,0,1,0,0,0,False,False,False,False,False,True
5.0,5.101649890613845,0.101649890613845,0,0,1,0,0,0,0,False,False,False,False,True,False
6.81,6.860038470798705,0.0500384707987056,0,0,0,1,0,0,0,True,False,False,False,False,False
5.43,6.132409285251215,0.7024092852512149,0,0,0,0,0,0,1,False,False,False,True,False,False
5.0,5.772215152244979,0.7722151522449794,0,0,0,0,0,0,1,False,False,False,True,False,False
7.12,7.052382687031557,0.06761731296844342,1,0,1,0,0,0,0,False,False,False,False,True,False
7.91,7.234826743035851,0.6751732569641495,1,0,1,0,0,1,0,False,False,False,False,False,True
6.23,6.839980280064411,0.609980280064411,1,0,0,0,1,0,0,False,False,False,False,False,True
3.4,5.859675793500104,2.459675793500104,0,0,1,0,0,0,0,False,False,False,False,False,True
7.82,7.340803914993134,0.4791960850068664,0,0,1,0,0,0,0,False,False,False,False,True,False
4.54,6.217852132771643,1.6778521327716431,0,0,1,0,0,0,1,False,False,False,False,False,True
6.14,4.694198342727837,1.4458016572721624,0,0,0,0,0,0,0,False,True,False,False,False,False
7.34,7.430890829092981,0.09089082909298085,1,1,1,0,0,0,0,False,False,False,False,True,False
6.78,6.876516313695697,0.09651631369569635,1,1,0,1,1,0,0,True,False,False,False,False,False
6.63,6.610257512147112,0.01974248785288779,0,0,0,0,0,0,1,False,False,False,True,False,False
6.64,7.177091604236227,0.5370916042362275,1,1,1,0,1,0,0,False,False,False,False,False,True
5.55,5.068338239521381,0.48166176047861864,0,0,1,0,0,0,0,False,False,True,False,False,False
5.27,5.696182659983993,0.4261826599839935,0,0,0,0,0,0,1,False,False,False,True,False,False
6.92,7.197132586345442,0.27713258634544236,1,1,1,1,0,0,1,True,False,False,False,False,False
6.93,7.306933325635923,0.37693332563592286,1,1,0,0,0,0,0,False,False,False,False,False,True
6.25,6.545194591168012,0.29519459116801183,0,0,0,1,0,0,0,True,False,False,False,False,False
8.08,7.675141815672082,0.4048581843279182,0,0,1,1,0,0,0,False,False,False,False,False,True
6.47610799251537,6.938814023976582,0.46270603146121214,0,1,0,0,0,0,0,False,False,False,True,False,False
6.39,6.676191082906744,0.2861910829067442,0,0,0,0,0,0,1,False,False,False,True,False,False
6.03,6.550627214142546,0.5206272141425456,0,1,0,0,0,0,0,False,False,False,False,False,True
6.07,5.390176771497885,0.6798232285021149,0,0,1,0,0,0,1,False,False,False,True,False,False
6.73,6.624674698979259,0.10532530102074134,0,0,1,0,0,0,0,False,False,False,False,True,False
6.25,6.584011605041509,0.33401160504150873,0,0,1,0,0,0,0,False,False,True,False,False,False
5.7,5.608845816000411,0.0911541839995893,0,0,1,0,0,0,0,False,False,False,False,True,False
7.46,7.153746618571165,0.30625338142883507,1,0,1,0,0,1,0,False,False,False,False,False,True
4.67,6.905202052796321,2.2352020527963212,0,1,0,1,0,0,1,False,False,False,True,False,False
5.75,4.875873549703393,0.8741264502966066,0,0,0,0,0,0,0,False,True,False,False,False,False
7.25,6.611507464037236,0.6384925359627642,1,1,0,0,0,0,0,False,False,True,False,False,False
5.91,5.8407042072316235,0.06929579276837661,1,0,0,0,1,0,1,True,False,False,False,False,False
5.25,5.810104047393935,0.5601040473939349,0,0,0,0,0,0,0,False,True,False,False,False,False
7.82,7.525119821739143,0.29488017826085766,0,0,1,1,1,0,1,False,False,False,True,False,False
3.84,5.380271025891193,1.540271025891193,0,0,0,0,0,0,0,False,False,True,False,False,False
5.44,5.850621296778273,0.41062129677827297,0,0,0,0,0,0,1,False,False,False,True,False,False
7.27,7.148305344470987,0.12169465552901215,0,0,1,0,1,0,0,False,False,False,True,False,False
5.9,5.635991776741043,0.26400822325895756,0,0,0,0,0,0,1,False,False,False,True,False,False
6.08,6.479577415880095,0.39957741588009466,1,0,1,0,1,0,1,False,False,False,False,False,True
7.81,8.276818854639677,0.4668188546396772,1,0,1,0,1,0,0,False,False,False,False,False,True
6.22,6.616215068643476,0.39621506864347644,0,0,0,0,0,0,1,False,False,False,True,False,False
7.23,6.536888855089132,0.6931111449108682,1,0,0,0,0,0,1,False,False,False,False,False,True
6.09,6.035265930985659,0.05473406901434075,1,0,0,0,1,0,0,False,False,False,True,False,False
8.59,8.160020791739154,0.42997920826084624,1,0,0,1,1,1,0,False,False,False,False,False,True
8.33,5.5890814788556575,2.7409185211443425,0,1,1,0,0,0,1,False,False,False,True,False,False
6.52,6.795250566107255,0.27525056610725507,1,1,0,0,0,0,1,False,False,False,False,False,True
8.4,5.835893843387324,2.5641061566126764,0,0,1,0,0,0,0,True,False,False,False,False,False
6.78,6.466948929197409,0.3130510708025911,0,0,0,0,0,0,1,False,False,False,False,True,False
6.43,5.963727751319608,0.46627224868039185,0,0,0,0,0,0,1,False,False,False,True,False,False
6.34,6.368472008147207,0.028472008147207184,1,1,1,0,0,0,0,False,False,False,True,False,False
4.4,5.101092813507781,0.7010928135077803,0,1,0,0,0,0,0,True,False,False,False,False,False
7.51,7.576469818822317,0.06646981882231717,1,1,1,0,0,0,0,False,False,False,False,False,True
5.64,6.042057544879807,0.40205754487980716,0,1,0,0,0,0,1,False,False,False,True,False,False
6.36,5.863645729559175,0.4963542704408255,0,0,1,0,0,0,0,False,False,False,True,False,False
8.43,6.752599779227758,1.6774002207722418,1,1,0,0,0,0,0,False,False,False,False,False,True
8.05,7.5961121416448885,0.45388785835511225,0,0,0,1,0,0,0,True,False,False,False,False,False
6.67,6.8535325285955695,0.18353252859556957,1,1,0,0,0,0,0,False,False,False,False,False,True
7.04,5.8929403574942105,1.1470596425057895,0,1,0,0,0,0,1,False,False,False,True,False,False
6.09,6.241249547795198,0.1512495477951985,1,0,0,0,1,0,0,False,False,False,False,False,True
6.56,6.986934971832905,0.42693497183290496,1,0,0,0,1,0,0,False,False,False,False,False,True
7.44,7.7715110381556105,0.3315110381556101,1,1,1,1,0,0,0,False,False,False,False,False,True
5.61,6.495751311300628,0.8857513113006279,0,0,0,0,1,0,0,False,False,False,False,True,False
6.48,6.0328675210319505,0.44713247896805,0,1,0,0,0,0,0,False,False,True,False,False,False
6.0,5.695248853836024,0.3047511461639756,1,0,0,0,1,0,0,False,False,False,True,False,False
5.4,5.46430838656487,0.06430838656486948,0,0,0,0,0,0,1,False,False,False,True,False,False
7.54,7.494210342591339,0.04578965740866092,1,0,0,0,1,0,0,False,False,False,False,False,True
8.11,7.784395091227896,0.32560490877210313,1,1,0,1,0,0,0,False,False,False,False,True,False
5.52,5.943916116543539,0.42391611654353945,0,0,0,0,0,0,1,False,False,False,True,False,False
7.24,6.675780810878208,0.5642191891217925,1,1,0,0,0,0,1,True,False,False,False,False,False
7.02,6.832942060574267,0.187057939425733,0,0,1,0,0,0,0,False,False,False,False,True,False
6.29,7.107166337252276,0.8171663372522762,0,0,0,0,0,0,1,True,False,False,False,False,False
7.33,6.066474245967009,1.2635257540329912,0,0,0,1,0,0,1,False,False,False,True,False,False
6.47,6.476561816768564,0.006561816768564377,0,0,0,0,0,0,1,False,False,False,True,False,False
6.44,5.60008757322337,0.83991242677663,0,0,0,0,0,0,0,False,True,False,False,False,False
6.4,5.774365044818795,0.625634955181205,0,0,0,0,0,0,1,False,False,False,True,False,False
5.86,6.010072848680529,0.15007284868052828,0,0,1,0,1,0,0,False,False,False,False,True,False
6.19,6.548370859779653,0.35837085977965266,0,0,0,0,1,0,1,False,False,False,False,False,True
6.13,5.79520964134677,0.3347903586532297,0,0,1,1,0,0,1,False,False,False,False,True,False
5.59,5.441371063943043,0.14862893605695682,0,0,0,0,0,0,1,False,False,False,True,False,False
7.03,7.138972411567397,0.10897241156739668,0,0,0,1,0,0,0,False,False,False,False,True,False
6.91,6.481264967166735,0.42873503283326553,0,1,0,0,0,0,0,False,False,False,False,False,True
7.32,6.940106147434236,0.3798938525657647,0,0,0,1,0,1,1,False,False,False,True,False,False
7.41,6.825322728628956,0.584677271371044,0,0,0,0,0,0,0,False,False,False,False,False,True
6.47610799251537,7.3151513942383275,0.8390434017229573,0,1,0,0,0,1,0,False,False,False,True,False,False
6.25,6.522700654924142,0.27270065492414197,1,1,0,1,0,0,0,False,False,False,True,False,False
7.27,7.4448498312995515,0.1748498312995519,1,0,0,0,0,0,0,True,False,False,False,False,False
7.95,7.349215487442539,0.6007845125574613,0,0,1,0,0,0,0,False,False,False,True,False,False
6.86,6.857720271370827,0.002279728629173583,0,0,0,0,0,0,1,False,False,False,True,False,False
6.66,7.0084693644641725,0.3484693644641723,0,1,1,0,0,0,0,False,False,False,False,False,True
6.48,6.642023946801079,0.1620239468010789,0,1,0,0,0,0,0,False,False,False,False,False,True
6.67,6.542719984482888,0.12728001551711188,1,0,0,0,0,1,0,False,False,False,True,False,False
6.0,5.750906115232641,0.24909388476735916,0,0,1,0,0,0,0,True,False,False,False,False,False
5.44,5.78093748750498,0.34093748750497976,1,0,1,0,0,0,0,True,False,False,False,False,False
6.75,6.634547878484228,0.115452121515772,1,0,1,0,1,0,0,False,False,False,False,False,True
6.64,6.618036002974017,0.021963997025983062,1,0,0,0,0,0,1,False,False,False,False,False,True
6.91,6.619390889534086,0.29060911046591453,1,0,0,1,1,0,0,False,False,False,False,True,False
7.93,7.3971769739881506,0.5328230260118492,1,1,1,0,0,0,0,False,False,False,False,False,True
6.33,5.931233647368984,0.3987663526310161,0,1,0,0,0,0,0,False,False,False,True,False,False
7.83,8.380325333600709,0.5503253336007088,1,1,0,1,0,0,0,False,False,False,False,False,True
9.37,8.041365388822618,1.3286346111773817,0,1,0,1,0,0,0,True,False,False,False,False,False
6.41,6.734792268614044,0.3247922686140434,0,0,0,0,0,0,1,False,False,False,True,False,False
6.4,6.303001396738724,0.09699860326127663,0,1,1,0,0,0,0,True,False,False,False,False,False
8.33,6.783890251743102,1.5461097482568977,0,0,0,1,0,0,1,False,False,False,True,False,False
5.7,6.51562574899801,0.8156257489980101,0,0,1,0,1,0,0,False,False,False,True,False,False
7.46,7.451605821959023,0.008394178040976641,1,0,0,0,1,0,0,False,False,False,False,True,False
5.1,5.761768537799565,0.6617685377995652,0,0,1,0,0,0,0,False,False,False,True,False,False
4.89,5.2166915857878715,0.32669158578787183,0,0,1,0,0,0,0,False,False,True,False,False,False
5.75,6.650742284691111,0.9007422846911108,0,1,0,1,0,0,1,False,False,False,True,False,False
7.28,7.363602681872294,0.0836026818722937,0,0,1,0,1,0,0,False,False,False,False,False,True
7.19,6.901959903372859,0.2880400966271415,0,1,0,1,0,1,0,False,False,False,False,False,True
7.02,6.6114571531954,0.4085428468045995,1,0,0,1,0,0,0,False,False,False,True,False,False
6.36,6.654860633329266,0.2948606333292654,0,0,0,0,1,0,0,False,False,True,False,False,False
6.47610799251537,6.419275640152194,0.056832352363175964,0,1,0,0,0,0,0,False,False,False,False,False,True
7.44,6.485241404450415,0.9547585955495856,1,0,0,1,0,0,1,False,False,False,True,False,False
6.67,6.1743745179318035,0.49562548206819645,1,0,0,1,1,0,0,False,False,True,False,False,False
6.05,6.373240145571448,0.3232401455714484,0,0,0,0,0,0,1,False,False,False,True,False,False
4.67,5.529204128751306,0.8592041287513057,0,0,1,0,0,0,0,False,False,False,False,True,False
6.97,6.962586580272446,0.007413419727553716,1,0,0,1,0,0,0,False,False,False,False,False,True
6.47610799251537,5.907039593850689,0.5690683986646814,1,1,1,0,0,0,1,False,False,False,False,False,True
8.6,6.556305434929984,2.043694565070016,1,1,1,0,0,0,0,False,False,False,False,True,False
5.93,6.425436291496001,0.4954362914960013,1,1,0,0,0,0,0,False,False,False,True,False,False
5.87,5.663400027446893,0.20659997255310714,1,1,0,0,0,0,1,True,False,False,False,False,False
4.78,4.908166974617519,0.12816697461751847,1,1,0,0,0,0,0,True,False,False,False,False,False
6.95,7.018616504292066,0.06861650429206545,1,0,0,1,1,0,0,False,False,False,False,False,True
5.71,5.975859081528873,0.2658590815288733,1,0,0,0,0,0,0,False,False,False,True,False,False
6.47610799251537,5.910921093300678,0.5651868992146918,0,0,0,0,0,0,1,True,False,False,False,False,False
6.0,6.087308820955081,0.08730882095508097,0,0,0,0,0,0,1,False,False,False,False,False,True
6.96,6.920402203237702,0.03959779676229758,0,1,0,1,0,1,0,False,False,False,True,False,False
7.46,6.953019801048119,0.5069801989518812,1,0,1,1,0,0,0,False,False,False,False,True,False
8.27,8.242558368590831,0.02744163140916811,0,0,1,1,0,0,0,False,False,False,False,False,True
6.9,6.397545989464414,0.5024540105355859,1,0,0,0,1,0,0,False,False,False,False,False,True
4.27,4.573270758407982,0.3032707584079821,1,1,0,0,0,0,0,False,False,False,False,True,False
6.48,6.872313737414216,0.3923137374142156,0,0,1,1,0,0,0,False,False,True,False,False,False
6.68,6.5185169869043,0.16148301309570012,0,0,1,0,0,0,1,False,False,False,False,True,False
6.57,5.905516779546729,0.6644832204532714,0,0,1,0,0,0,0,False,False,False,False,False,True
7.2,6.559538351239192,0.6404616487608079,1,1,0,0,0,0,0,False,False,False,False,False,True
7.72,7.067660317216202,0.652339682783798,0,0,1,0,0,0,0,False,False,False,True,False,False
6.09,6.521943762905769,0.4319437629057692,1,0,0,0,1,0,0,False,False,False,False,False,True
5.7,5.382992273554172,0.3170077264458282,0,0,0,0,0,1,1,False,False,False,True,False,False
5.75,5.433317454681028,0.31668254531897233,0,0,0,0,0,0,1,False,False,False,True,False,False
7.56,7.5054897354237555,0.05451026457624408,0,1,0,1,0,0,0,False,False,False,False,False,True
4.13,4.830538309357659,0.7005383093576594,0,0,0,0,0,0,0,False,True,False,False,False,False
6.47610799251537,6.542944080696665,0.0668360881812946,0,1,1,0,0,0,0,False,False,False,False,False,True
8.06,8.15654439943799,0.09654439943798998,0,0,1,1,0,0,0,False,False,False,False,False,True
5.58,6.120480761051402,0.540480761051402,0,0,1,0,0,0,0,False,False,False,False,False,True
6.59,6.406513474004252,0.18348652599574766,1,0,0,0,1,0,0,False,False,True,False,False,False
5.9,5.915622175902403,0.015622175902402446,0,0,1,0,0,0,0,False,False,False,True,False,False
5.85,5.353783136395105,0.4962168636048947,1,0,0,0,0,0,0,True,False,False,False,False,False
6.44,6.9581925892215475,0.5181925892215471,1,1,0,0,1,1,0,False,False,False,False,False,True
7.45,6.985713819264728,0.4642861807352725,0,0,0,1,1,1,0,False,False,False,False,False,True
3.79,4.775633947877931,0.9856339478779308,0,0,0,0,0,1,0,True,False,False,False,False,False
6.25,6.939098113751637,0.689098113751637,1,0,0,1,0,0,0,False,False,False,False,False,True
6.73,6.581885264112719,0.1481147358872814,1,0,0,0,1,0,0,False,False,False,False,False,True
7.79,7.633865294244839,0.15613470575516075,1,1,1,0,0,0,0,False,False,False,False,True,False
