true_values,predicted_values,difference,Action/Adventure,Fantasy/Supernatural,Comedy,Drama/Romance,Science Fiction,Psychological/Thriller,Other/Uncategorized,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
,,,1,0,0,0,1,0,0,False,False,False,False,True,False
,,,1,1,1,0,0,0,0,True,False,False,False,False,False
,,,1,0,0,0,1,0,0,False,True,False,False,False,False
,,,1,0,0,1,1,0,0,False,False,False,False,False,True
,,,0,1,0,1,0,0,1,False,False,False,True,False,False
,,,1,0,0,0,1,0,0,False,False,True,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,False,True,False
,,,1,1,0,0,1,0,0,True,False,False,False,False,False
,,,1,0,0,1,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,1,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,1,0,1,0,0,True,False,False,False,False,False
,,,1,0,0,0,0,0,0,False,False,False,True,False,False
,,,0,1,0,1,0,0,0,False,False,False,True,False,False
,,,0,0,0,1,0,0,1,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,1,False,False,False,False,False,True
,,,0,0,0,0,1,0,0,False,False,True,False,False,False
,,,1,1,1,0,1,0,0,False,False,False,False,False,True
,,,1,0,1,0,0,0,0,True,False,False,False,False,False
,,,1,1,0,0,1,1,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,True,False,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,0,0,1,1,0,0,0,True,False,False,False,False,False
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,1,False,False,False,False,False,True
,,,0,1,1,0,0,0,0,False,False,False,True,False,False
,,,0,0,1,0,0,0,1,False,False,False,False,True,False
,,,0,1,0,1,0,1,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,0,True,False,False,False,False,False
,,,1,0,0,0,0,0,0,False,False,False,True,False,False
,,,0,1,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,0,0,0,0,0,False,False,False,True,False,False
,,,0,0,0,0,0,0,0,True,False,False,False,False,False
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,1,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,1,0,0,0,False,False,False,False,False,True
,,,0,0,0,1,0,0,0,False,False,False,True,False,False
,,,1,0,1,1,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,1,0,0,1,False,False,False,True,False,False
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,1,0,0,1,0,0,False,False,False,True,False,False
,,,1,0,1,0,0,0,0,False,False,False,True,False,False
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,1,0,1,0,0,1,0,True,False,False,False,False,False
,,,1,0,1,0,1,0,0,False,False,False,True,False,False
,,,0,0,0,1,1,0,0,False,False,False,True,False,False
,,,1,0,1,0,1,0,0,False,False,False,False,True,False
,,,0,1,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,1,0,1,0,False,False,False,False,False,True
,,,0,0,1,0,1,0,0,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,1,1,0,0,0,1,True,False,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,0,0,1,0,0,0,1,False,False,False,False,False,True
,,,1,0,0,0,0,0,0,True,False,False,False,False,False
,,,1,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,1,1,0,0,0,False,False,False,True,False,False
,,,0,1,0,0,0,0,0,False,False,True,False,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,1,0,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,0,False,False,True,False,False,False
,,,1,0,1,1,1,1,0,False,False,False,False,False,True
,,,1,0,1,1,0,0,1,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,1,0,1,1,0,0,0,False,False,False,False,True,False
,,,0,0,0,1,0,0,0,False,False,False,True,False,False
,,,1,1,1,0,0,0,1,False,False,False,False,False,True
,,,0,0,0,1,1,0,0,False,False,False,True,False,False
,,,1,0,0,0,1,0,0,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,True,False,False
,,,1,0,1,0,1,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,1,0,False,False,False,False,False,True
,,,1,1,0,0,1,0,0,True,False,False,False,False,False
,,,1,1,0,0,0,0,0,False,False,False,False,False,True
,,,1,1,1,1,0,0,0,True,False,False,False,False,False
,,,0,0,0,1,0,0,1,False,False,False,True,False,False
,,,0,0,0,1,1,1,0,False,False,False,False,False,True
,,,0,1,0,0,0,0,0,True,False,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,1,1,0,0,1,0,1,False,False,False,False,False,True
,,,0,1,0,0,0,0,0,False,False,False,True,False,False
,,,0,0,1,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,1,False,False,False,False,False,True
,,,0,0,1,0,0,0,1,False,False,False,True,False,False
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,1,0,1,0,True,False,False,False,False,False
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,1,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,True,False,False,False,False,False
,,,0,1,1,0,0,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,1,0,0,0,True,False,False,False,False,False
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,0,0,0,False,False,False,True,False,False
,,,1,0,0,1,1,0,0,False,False,False,False,True,False
,,,1,0,0,1,1,0,0,False,False,False,False,False,True
,,,0,0,0,1,0,0,0,True,False,False,False,False,False
,,,1,1,0,0,1,0,1,False,False,False,True,False,False
,,,1,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,1,1,1,1,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,True,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,True,False,False,False,False,False
,,,0,0,0,1,0,0,0,False,False,False,False,True,False
,,,0,1,0,0,0,0,1,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,False,False,False,True,False,False
,,,1,1,0,0,1,0,1,True,False,False,False,False,False
,,,0,0,1,0,1,0,0,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,1,0,0,0,False,False,False,False,True,False
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,0,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,1,0,1,0,0,0,0,True,False,False,False,False,False
,,,1,0,1,0,0,0,1,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,1,0,1,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,False,False,False,False,True,False
,,,1,1,0,0,0,1,0,False,False,False,False,True,False
,,,0,0,0,1,0,0,0,True,False,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,0,1,1,1,0,0,1,False,False,False,True,False,False
,,,0,1,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,1,1,0,0,0,0,0,False,False,False,False,False,True
,,,0,1,0,0,0,0,0,False,False,False,True,False,False
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,1,1,1,1,0,0,1,False,False,False,False,False,True
,,,1,0,1,0,0,0,1,True,False,False,False,False,False
,,,1,0,1,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,1,0,0,0,0,1,False,False,False,True,False,False
,,,0,1,0,0,0,0,1,False,False,False,True,False,False
,,,0,1,0,0,0,0,0,True,False,False,False,False,False
,,,1,0,0,0,1,0,0,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,1,False,False,False,False,True,False
,,,0,1,0,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,1,0,0,False,False,False,True,False,False
,,,1,1,0,0,1,1,1,False,False,True,False,False,False
,,,1,0,0,0,0,0,0,False,False,False,True,False,False
,,,1,1,0,0,0,0,1,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,True,False,False,False,False
,,,1,0,0,0,0,0,0,True,False,False,False,False,False
,,,1,1,1,1,0,0,1,False,False,False,False,False,True
,,,1,1,1,0,0,1,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,1,0,0,0,0,0,False,False,True,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,0,0,0,1,0,1,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,True,False,False,False,False,False
,,,0,0,1,1,0,0,1,True,False,False,False,False,False
,,,0,1,1,1,0,0,0,False,False,False,False,False,True
,,,1,0,1,0,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,1,0,0,0,0,0,0,False,False,False,True,False,False
,,,0,0,1,1,0,0,0,False,False,False,False,True,False
,,,1,0,1,0,0,0,0,False,False,False,True,False,False
,,,1,1,0,0,0,0,0,False,False,False,False,False,True
,,,0,1,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,1,False,False,False,False,False,True
,,,1,1,0,0,0,1,0,False,False,False,False,False,True
,,,1,0,0,0,0,0,1,False,False,False,False,False,True
,,,1,1,1,1,0,1,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,1,False,False,False,True,False,False
,,,1,0,1,1,1,0,1,False,False,False,True,False,False
,,,0,0,0,1,1,0,0,False,False,False,True,False,False
,,,1,0,0,0,0,0,1,False,False,False,False,False,True
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,1,1,0,1,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,1,False,False,False,True,False,False
,,,1,1,1,0,1,0,1,False,False,False,False,False,True
,,,1,1,1,0,0,0,0,False,False,False,False,False,True
,,,0,1,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,1,1,0,0,0,True,False,False,False,False,False
,,,0,1,0,1,0,0,0,True,False,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,1,1,0,0,0,1,True,False,False,False,False,False
,,,1,0,0,0,0,1,0,True,False,False,False,False,False
,,,0,1,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,1,1,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,False,False,False,False,True,False
,,,1,0,0,1,1,0,0,True,False,False,False,False,False
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,1,1,0,0,0,1,False,False,False,True,False,False
,,,1,0,1,0,0,0,0,True,False,False,False,False,False
,,,0,1,1,0,0,0,0,False,False,False,True,False,False
,,,1,1,0,1,0,0,0,False,False,False,False,False,True
,,,0,1,1,0,0,0,1,False,False,False,False,True,False
,,,0,1,1,0,0,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,0,True,False,False,False,False,False
,,,1,0,1,0,1,0,0,False,False,False,False,True,False
,,,1,1,1,0,0,0,1,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,0,0,0,1,0,0,False,False,False,False,True,False
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,1,1,0,0,True,False,False,False,False,False
,,,0,1,1,0,0,0,0,False,False,False,True,False,False
,,,1,0,0,0,0,0,0,True,False,False,False,False,False
,,,1,0,0,0,1,0,0,False,False,False,True,False,False
,,,0,1,1,1,0,0,0,False,False,False,True,False,False
,,,0,0,0,0,1,1,0,True,False,False,False,False,False
,,,0,0,1,1,0,0,1,False,False,False,False,False,True
,,,0,0,0,1,0,0,0,True,False,False,False,False,False
,,,0,0,1,1,0,0,0,False,False,False,False,True,False
,,,0,0,0,1,0,0,0,False,False,False,True,False,False
,,,1,1,1,0,0,0,0,False,False,False,True,False,False
,,,1,0,1,0,1,0,0,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,1,1,0,0,0,False,False,False,False,True,False
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,0,0,1,0,0,0,0,False,False,False,True,False,False
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,1,1,0,0,0,1,False,False,False,False,False,True
,,,0,0,0,0,0,1,0,True,False,False,False,False,False
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,0,0,1,0,0,0,True,False,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,True,False,False,False,False
,,,1,1,0,1,0,1,0,False,False,False,False,False,True
,,,1,1,1,0,0,0,1,False,False,False,False,False,True
,,,1,0,0,0,0,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,0,1,0,1,0,0,False,False,False,True,False,False
,,,1,1,0,0,0,0,0,False,False,False,False,True,False
,,,1,0,1,0,0,0,0,False,False,False,False,False,True
,,,1,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,1,0,1,0,0,0,False,False,False,False,False,True
,,,0,1,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,1,1,1,0,0,0,1,True,False,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,0,0,0,1,0,0,0,False,False,False,False,False,True
,,,0,0,1,1,0,0,1,False,False,False,False,True,False
,,,0,0,0,1,0,0,0,False,False,False,True,False,False
,,,1,1,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,True,False,False,False,False
,,,1,1,1,1,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,1,True,False,False,False,False,False
,,,1,0,0,0,0,0,0,False,False,False,True,False,False
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,1,1,1,0,0,1,False,False,False,True,False,False
,,,1,0,0,0,1,0,0,False,False,False,True,False,False
,,,0,1,0,1,1,1,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,0,1,0,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,1,1,0,0,0,False,False,False,False,False,True
,,,0,1,1,1,0,0,0,False,False,False,True,False,False
,,,1,1,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,1,1,0,0,0,0,False,False,True,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,1,0,0,1,False,False,False,True,False,False
,,,1,0,0,0,0,0,0,True,False,False,False,False,False
,,,0,0,0,1,0,0,1,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,0,0,0,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,True,False,False,False,False,False
,,,0,0,0,1,1,0,0,False,False,False,True,False,False
,,,0,1,1,0,0,0,1,False,False,False,False,False,True
,,,1,1,0,1,0,0,0,False,False,False,False,True,False
,,,1,1,0,0,0,0,1,False,False,False,True,False,False
,,,0,1,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,1,0,0,0,False,False,False,True,False,False
,,,0,1,1,0,0,0,1,False,False,False,False,True,False
,,,1,0,0,1,1,0,0,False,False,False,True,False,False
,,,1,0,0,0,1,1,0,True,False,False,False,False,False
,,,0,1,1,0,0,0,1,False,False,False,True,False,False
,,,0,1,1,0,0,1,0,False,False,False,False,False,True
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,1,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,0,False,False,False,False,False,True
,,,1,1,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,True,False,False,False,False,False
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,1,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,1,0,1,0,True,False,False,False,False,False
,,,1,1,0,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,1,0,False,False,False,False,False,True
,,,1,0,0,0,0,0,0,False,False,False,True,False,False
,,,0,1,1,0,0,0,0,True,False,False,False,False,False
,,,1,1,0,0,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,1,0,1,0,0,0,1,False,False,False,False,False,True
,,,0,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,0,0,1,0,0,0,True,False,False,False,False,False
,,,1,0,0,0,1,0,0,False,False,False,True,False,False
,,,1,1,1,0,0,0,0,False,False,False,True,False,False
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,1,0,0,0,0,0,True,False,False,False,False,False
,,,0,0,0,1,0,0,0,False,False,False,True,False,False
,,,1,0,0,0,1,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,False,True,False
,,,0,0,1,0,1,0,0,False,False,False,False,False,True
,,,0,1,1,0,0,0,0,False,False,False,False,False,True
,,,0,1,0,0,0,0,0,False,False,False,False,False,True
,,,1,1,1,0,0,0,1,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,False,True,False
,,,0,0,0,0,0,0,0,False,False,False,False,True,False
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,0,1,0,0,0,0,1,False,False,False,False,True,False
,,,1,0,1,0,0,1,0,False,False,True,False,False,False
,,,0,1,1,0,0,0,1,True,False,False,False,False,False
,,,1,0,0,1,1,0,0,True,False,False,False,False,False
,,,1,0,0,0,1,1,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,1,0,0,0,1,True,False,False,False,False,False
,,,1,0,0,0,1,0,0,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,1,0,0,1,1,0,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,False,False,False,False,True,False
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,0,1,1,0,1,0,False,False,False,True,False,False
,,,0,0,0,0,0,1,0,False,False,False,False,True,False
,,,0,0,1,0,1,0,0,False,False,False,False,True,False
,,,1,0,1,1,1,0,1,False,False,False,False,False,True
,,,1,0,1,1,1,0,0,False,False,False,False,False,True
,,,0,0,0,1,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,1,0,0,False,True,False,False,False,False
,,,1,1,0,1,0,0,0,False,False,False,False,False,True
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,True,False,False,False,False,False
,,,0,1,1,0,1,0,1,False,False,True,False,False,False
,,,1,1,0,0,0,0,1,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,0,0,0,0,0,0,False,False,False,True,False,False
,,,0,0,0,0,0,1,0,True,False,False,False,False,False
,,,1,0,0,0,1,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,False,True,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,1,0,0,True,False,False,False,False,False
,,,1,1,0,0,0,0,1,False,False,False,False,False,True
,,,0,1,0,0,0,0,0,True,False,False,False,False,False
,,,0,1,0,0,0,0,0,False,False,False,False,True,False
,,,1,0,1,0,0,0,0,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,1,0,0,0,0,True,False,False,False,False,False
,,,1,1,0,0,1,0,1,False,False,False,False,False,True
,,,1,0,1,0,0,0,0,False,False,False,False,True,False
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,1,0,1,0,0,False,False,False,True,False,False
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,0,1,1,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,0,0,0,1,0,0,False,False,True,False,False,False
,,,0,0,0,0,1,1,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,True,False,False
,,,0,0,1,0,0,0,1,False,False,False,False,False,True
,,,0,0,1,0,0,1,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,1,1,0,1,False,False,False,False,False,True
,,,0,0,1,1,0,0,0,False,False,False,False,False,True
,,,1,0,0,1,0,0,0,True,False,False,False,False,False
,,,1,0,0,0,0,0,1,False,False,False,False,True,False
,,,1,0,0,0,1,0,0,False,False,True,False,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,1,0,0,False,False,False,True,False,False
,,,1,1,0,0,1,1,1,False,False,False,False,True,False
,,,1,1,0,1,1,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,1,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,True,False,False
,,,0,0,1,0,1,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,0,1,0,0,0,False,False,False,False,False,True
,,,0,1,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,0,1,1,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,0,0,0,0,0,False,False,False,False,False,True
,,,1,1,0,0,0,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,1,0,1,0,1,0,0,True,False,False,False,False,False
,,,1,1,0,0,0,0,0,True,False,False,False,False,False
,,,0,1,1,0,0,0,0,False,False,False,False,False,True
,,,1,1,0,0,1,0,1,True,False,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,True,False,False,False
,,,1,1,0,0,0,0,1,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,1,1,0,0,0,0,False,False,False,False,True,False
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,False,True,False,False,False,False
,,,1,1,1,0,0,0,1,False,False,False,True,False,False
,,,1,0,1,1,1,0,0,True,False,False,False,False,False
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,1,0,1,1,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,1,1,0,0,0,0,0,False,False,False,True,False,False
,,,1,1,1,0,0,0,0,True,False,False,False,False,False
,,,0,1,1,1,0,0,0,False,False,False,False,True,False
,,,0,0,0,0,0,0,0,False,False,False,False,True,False
,,,1,0,1,0,1,0,1,False,False,False,True,False,False
,,,1,1,1,0,0,0,1,False,False,False,False,True,False
,,,0,0,0,0,0,0,1,True,False,False,False,False,False
,,,1,0,1,0,0,0,1,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,True,False,False
,,,1,0,0,0,0,0,0,False,False,False,False,False,True
,,,0,1,0,1,1,0,0,False,True,False,False,False,False
,,,0,0,0,1,0,0,0,False,False,False,True,False,False
,,,1,0,0,0,1,0,0,False,False,False,False,False,True
,,,0,1,0,0,1,0,0,False,False,True,False,False,False
,,,0,0,0,0,0,1,0,False,True,False,False,False,False
,,,1,1,0,1,0,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,1,1,0,0,0,0,False,False,False,False,False,True
,,,0,1,1,0,0,0,1,False,True,False,False,False,False
,,,1,0,1,1,1,0,0,False,False,False,False,False,True
,,,0,0,0,1,1,1,0,True,False,False,False,False,False
,,,1,0,1,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,True,False,False,False,False
,,,1,0,0,0,0,0,0,False,False,True,False,False,False
,,,1,1,0,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,0,True,False,False,False,False,False
,,,1,1,1,0,0,0,1,False,False,False,False,True,False
,,,1,1,1,0,1,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,1,1,1,0,0,0,False,False,False,False,False,True
,,,1,0,0,0,0,0,1,False,False,False,False,False,True
,,,1,0,1,0,0,1,0,False,False,False,False,True,False
,,,0,1,1,1,0,0,0,False,False,False,True,False,False
,,,0,0,0,1,0,0,0,True,False,False,False,False,False
,,,0,0,1,0,0,0,0,False,False,False,False,False,True
,,,0,0,0,0,0,1,0,True,False,False,False,False,False
,,,0,0,0,1,0,0,0,False,False,False,False,False,True
,,,0,0,1,0,0,0,0,False,False,False,False,True,False
,,,0,0,0,1,0,0,0,True,False,False,False,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
,,,0,0,0,0,0,0,1,False,False,False,True,False,False
